,0
1.0,0.7814503787512586
1.1,0.782008033413312
1.2000000000000002,0.7825209695485356
1.3000000000000003,0.7829252432806684
1.4000000000000004,0.7833376316742885
1.5000000000000004,0.7836372772877171
1.6000000000000005,0.7839526842658807
1.7000000000000006,0.7842227938239669
1.8000000000000007,0.7843862893704536
1.9000000000000008,0.7845813029590156
2.000000000000001,0.7847087618149202
2.100000000000001,0.784900170796945
2.200000000000001,0.7850535165714051
2.300000000000001,0.7851804629388207
2.4000000000000012,0.7852383296078311
2.5000000000000013,0.7853719016076788
2.6000000000000014,0.785429288599963
2.7000000000000015,0.7855165991388866
2.8000000000000016,0.7855942966124785
2.9000000000000017,0.7856450712532824
3.0000000000000018,0.7856963435391588
3.100000000000002,0.7858304241213331
3.200000000000002,0.7858837112057053
3.300000000000002,0.7859436051729306
3.400000000000002,0.7859994312627743
3.500000000000002,0.786028353269409
3.6000000000000023,0.7861060437119087
3.7000000000000024,0.7861644455251493
3.8000000000000025,0.7862096210729641
3.9000000000000026,0.7862486920703929
4.000000000000003,0.7862710087566394
4.100000000000003,0.786289809896848
4.200000000000003,0.7863456523925731
4.3000000000000025,0.7863710244789424
4.400000000000003,0.7864294231672531
4.5000000000000036,0.7864674746563309
4.600000000000003,0.7864816782435551
4.700000000000003,0.7864953826232419
4.800000000000003,0.7865461564828133
4.900000000000004,0.7865887938063891
5.0000000000000036,0.7866187228216553
5.100000000000003,0.7866552860629106
5.200000000000004,0.7866613578015337
5.300000000000004,0.7866679443723432
5.400000000000004,0.7866841752577822
5.5000000000000036,0.7867044662082785
5.600000000000004,0.7867237548375379
5.700000000000005,0.786708511429919
5.800000000000004,0.7867135706912833
5.900000000000004,0.7867054255617305
6.000000000000004,0.786746568387624
6.100000000000005,0.7867526385637823
6.200000000000005,0.7867714162670174
6.300000000000004,0.7867678436910109
6.400000000000005,0.7867947579302419
6.500000000000005,0.7868348687480652
6.600000000000005,0.7868307954020564
6.700000000000005,0.7868688726718052
6.800000000000005,0.7868866230543649
6.900000000000006,0.7869145497708547
7.000000000000005,0.786909456916495
7.100000000000005,0.7869018227129664
7.2000000000000055,0.7869266994979605
7.300000000000006,0.78695310046747
7.400000000000006,0.7869982799214471
7.500000000000005,0.7870216379905528
7.600000000000006,0.787020104431248
7.700000000000006,0.7870175560509871
7.800000000000006,0.7870180599459192
7.900000000000006,0.7870287011131586
8.000000000000007,0.7870357861102729
8.100000000000007,0.7870195286629305
8.200000000000006,0.7870215629922375
8.300000000000006,0.7869981721113686
8.400000000000006,0.7870007001795859
8.500000000000007,0.786991552728796
8.600000000000007,0.7869945737546911
8.700000000000006,0.7869849106904827
8.800000000000008,0.7869869317388379
8.900000000000007,0.786984376327485
9.000000000000007,0.787018898208341
9.100000000000007,0.7870000869121103
9.200000000000006,0.7870102296530449
9.300000000000008,0.7869980252396676
9.400000000000007,0.7870071476910186
9.500000000000007,0.786991891002448
9.600000000000009,0.7869888285712333
9.700000000000008,0.7869740890585465
9.800000000000008,0.7869781452174414
9.900000000000007,0.7869796467462157
10.000000000000007,0.7869801436100556
10.100000000000009,0.7869745359235095
10.200000000000008,0.7869755390259788
10.300000000000008,0.7869805998498081
10.40000000000001,0.7869551746396322
10.500000000000009,0.7869455154815859
10.600000000000009,0.7869388921928511
10.700000000000008,0.7869327743615134
10.800000000000008,0.7869210839990898
10.90000000000001,0.7869276768197591
11.000000000000009,0.7869403679409545
11.100000000000009,0.7869367953649478
11.20000000000001,0.786925102658827
11.30000000000001,0.7869291494429325
11.40000000000001,0.7869311665851256
11.500000000000009,0.7869433444365995
11.600000000000009,0.7869347047869042
11.70000000000001,0.7869463873370031
11.80000000000001,0.7869377461248429
11.90000000000001,0.7869296088076146
12.00000000000001,0.7869174122065618
12.10000000000001,0.7869092725456361
12.20000000000001,0.7869067007284015
12.30000000000001,0.7868980454540572
12.40000000000001,0.7869010781984389
12.50000000000001,0.7868919299664168
12.60000000000001,0.7869213863360491
12.70000000000001,0.7869229019270076
12.800000000000011,0.7869188285809987
12.900000000000011,0.7869249151630384
13.00000000000001,0.7869462326529775
13.10000000000001,0.7869284510211196
13.20000000000001,0.7869182864056765
13.300000000000011,0.786904056256549
13.400000000000011,0.78691623957665
13.50000000000001,0.7869202949543125
13.600000000000012,0.7869121654494089
13.700000000000012,0.7869309470588064
13.800000000000011,0.7869385625127561
13.900000000000011,0.7869339837093503
14.00000000000001,0.7869293978748525
14.100000000000012,0.7869136458849069
14.200000000000012,0.7868993993298978
14.300000000000011,0.7869090483319223
14.400000000000013,0.7869029484689308
14.500000000000012,0.7868876964677551
14.600000000000012,0.7868775279461496
14.700000000000012,0.7868485645341952
14.800000000000011,0.7868449943018858
14.900000000000013,0.7868576737045945
