trial_id,loss,accuracy,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag,config.epochs,config.epsilon,config.learning_rate,config.batch_size,config.betas
490eb_00000,0.08364639154150466,69.50920846394985,34.05313158035278,True,True,,,4,92103266054643b8bf96739be1cfd3fa,2022-08-22_13-36-14,1661168174,144.97003507614136,18796,administrador,10.68.58.17,144.97003507614136,0,4,0.0016903877258300781,"0_batch_size=64,betas=0_9_0_999,epochs=4,epsilon=0.0000,learning_rate=0.0001",4,1e-06,5e-05,64,"(0.9, 0.999)"
